j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
5090102802097,2013,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5090102802122,2013,0,0,0,1,0,0,0,0,0,0,2,0,0,1
5090102802127,2013,1,0,1,2,0,1,0,0,0,1,0,0,1,0
5090102802134,2013,2,1,1,0,0,0,0,0,0,1,0,1,0,0
5090201201001,2013,1,1,1,0,0,1,0,2,0,1,0,1,1,0
5090201201003,2013,1,0,0,1,0,1,0,0,0,1,0,0,1,1
5090201201004,2013,0,1,0,0,0,1,0,2,1,0,0,1,0,0
5090201201007,2013,1,2,0,1,0,1,0,1,0,3,0,0,1,0
5090201201010,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
5090201201013,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5090201201016,2013,1,1,2,2,0,1,0,0,2,0,1,0,1,0
5090201201019,2013,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5090201201022,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5090201201025,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5090201201026,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5090201201028,2013,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5090302001002,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
5090302001012,2013,0,0,0,0,2,0,1,0,1,0,0,2,0,1
5090302001014,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5090302001020,2013,1,1,2,2,0,0,1,0,1,0,0,0,1,0
5090302001026,2013,1,1,0,0,1,0,0,0,1,0,0,1,0,0
5090302001032,2013,1,2,1,1,0,1,0,2,0,2,0,0,1,0
5090302001044,2013,1,1,1,1,0,0,0,1,2,0,1,0,1,0
5090302001050,2013,0,1,0,2,0,1,0,0,0,0,0,0,1,0
5090302602001,2013,0,0,0,2,0,0,1,0,0,0,0,0,1,0
5090302602003,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5090302602008,2013,0,1,1,0,0,0,0,1,2,0,0,0,1,0
5090302602023,2013,1,1,0,0,0,1,0,0,0,0,0,1,0,0
5090302602029,2013,1,2,0,0,0,0,1,0,0,0,0,0,1,0
5090302602035,2013,0,1,1,0,0,0,1,0,2,0,0,0,0,1
5090302602041,2013,0,0,0,0,0,1,0,1,2,1,1,0,1,0
5090302602047,2013,2,1,0,0,0,1,0,1,2,1,0,0,1,0
5090302602053,2013,1,2,0,2,0,0,1,1,0,1,0,0,1,0
5090302602054,2013,0,0,1,1,0,0,1,0,0,0,0,0,1,0
5090302602061,2013,2,0,0,0,0,0,0,0,0,0,0,1,0,0
5090303404001,2013,0,0,0,0,1,0,1,0,0,0,1,1,0,1
5090303404007,2013,0,0,1,2,1,0,1,0,1,1,1,0,1,0
5090303404013,2013,1,1,0,0,0,0,1,0,0,1,0,0,0,1
5090303404019,2013,0,0,1,0,0,1,0,0,1,1,2,0,1,0
5090303404023,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5090303404026,2013,0,0,1,0,2,0,1,0,0,1,2,0,1,0
5090303404032,2013,1,1,2,0,0,0,0,1,2,0,0,1,0,0
5090303404037,2013,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5090303404039,2013,1,0,0,2,0,0,0,0,1,0,0,1,1,0
5090303404045,2013,0,0,0,0,0,0,1,0,0,1,1,0,0,1
5090303404051,2013,0,1,0,0,0,0,1,1,1,1,0,0,1,0
5090303404057,2013,0,0,0,1,0,0,1,0,1,1,0,0,1,0
5090400101014,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5090400101035,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5090400101056,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5090400101098,2013,1,1,1,0,0,1,0,0,1,1,0,0,1,0
5090400101140,2013,1,1,0,0,0,0,1,1,1,0,1,2,0,0
5090400101182,2013,0,2,0,1,0,1,0,2,1,4,1,1,0,1
5090400101203,2013,0,0,1,0,1,0,0,0,0,0,2,0,0,1
5090400101224,2013,1,2,0,2,0,0,1,2,0,1,2,0,1,0
5090400101245,2013,1,0,1,1,0,0,0,1,0,0,1,0,0,1
5090400302001,2013,2,0,0,0,0,1,0,0,1,0,0,1,0,0
5090400302004,2013,2,2,0,1,0,1,0,0,0,1,0,0,1,0
5090400302007,2013,1,1,0,0,0,0,1,1,2,1,0,0,1,0
5090400302010,2013,1,1,0,0,0,1,0,1,2,0,0,1,0,0
5090400302014,2013,0,1,0,0,0,1,0,1,1,0,0,0,1,0
5090400302017,2013,1,1,1,0,0,1,0,1,1,1,0,1,0,0
5090400302018,2013,0,3,0,0,0,0,0,0,0,0,0,0,0,1
5090400302021,2013,0,0,0,0,1,0,1,0,0,1,2,0,0,1
5090400302024,2013,0,1,1,2,0,0,1,0,0,0,1,0,1,0
5090400302027,2013,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5090400302030,2013,1,2,1,1,1,0,0,1,0,1,0,0,0,1
5090400302033,2013,0,0,0,1,0,0,0,0,0,1,1,0,1,0
6020100802010,2013,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6020100802042,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
6020100802072,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6020100802102,2013,0,0,0,0,1,1,0,0,0,0,0,1,1,0
6020100802119,2013,0,1,1,1,0,1,0,1,0,1,1,0,1,0
6020100802133,2013,0,2,0,1,1,0,0,1,0,0,0,1,0,0
6020100802164,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6020100802194,2013,0,0,0,3,2,1,0,0,0,0,0,1,0,0
6020100802225,2013,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6020100802255,2013,1,0,1,1,0,1,0,0,1,0,0,1,0,0
6020100802285,2013,2,0,1,3,0,1,0,0,1,0,0,0,1,0
6020400402005,2013,0,2,1,0,0,1,0,1,0,0,0,0,1,0
6020400402029,2013,0,0,0,2,2,1,0,0,0,0,1,1,0,0
6020400402053,2013,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6020400402077,2013,0,1,0,0,2,0,0,1,0,0,0,1,0,0
6020400402102,2013,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6020400402103,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6020400402151,2013,1,1,0,0,0,1,0,0,1,1,1,0,1,0
6020400402176,2013,0,2,0,0,1,0,0,0,0,0,0,1,0,0
6020400402200,2013,0,0,0,0,2,0,0,2,0,0,0,1,0,0
6020400402224,2013,2,2,0,0,0,1,0,0,0,1,1,0,1,0
6020400402266,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6020701002001,2013,1,0,1,3,0,1,0,0,0,0,1,0,1,0
6020701002019,2013,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6020701002038,2013,0,0,0,0,1,1,0,0,0,0,1,1,0,0
6020701002041,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6020701002061,2013,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6020701002082,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6020701002101,2013,1,0,0,1,1,0,0,0,0,0,0,1,1,0
6020701002119,2013,0,1,1,0,1,0,1,0,0,0,0,1,0,1
6020701002137,2013,0,0,1,0,0,1,0,0,1,2,0,0,1,0
6020701002156,2013,0,1,2,0,0,1,0,0,1,0,1,0,1,0
6020701002175,2013,0,2,0,2,2,0,1,0,0,1,1,0,1,0
6030100301002,2013,0,1,0,0,1,0,0,2,0,0,0,1,0,0
6030100301021,2013,0,0,0,0,0,0,0,1,2,0,0,1,0,0
6030100301040,2013,1,2,0,0,0,1,0,1,0,0,0,1,0,0
6030100301058,2013,0,1,2,1,1,0,1,0,0,0,2,0,1,0
6030100301076,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6030100301094,2013,0,1,1,0,1,0,1,0,0,0,1,0,1,0
6030100301121,2013,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6030100301140,2013,0,0,0,0,2,0,1,0,0,0,2,0,0,0
6030100301159,2013,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6030100301177,2013,0,0,1,0,1,0,1,0,0,0,1,0,1,0
6030100301216,2013,0,0,1,1,0,1,0,0,0,0,0,1,0,0
6030100301246,2013,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6030304202001,2013,0,0,0,0,2,1,0,0,0,0,0,0,1,0
6030304202007,2013,0,0,0,0,1,0,1,0,0,0,1,2,1,0
6030304202010,2013,1,0,0,2,0,0,0,0,0,0,1,0,1,0
6030304202016,2013,1,1,0,0,0,1,1,0,0,1,0,1,0,0
6030304202019,2013,0,1,1,1,0,0,1,0,0,0,1,0,1,0
6030304202028,2013,0,1,0,0,0,0,1,1,0,2,1,0,1,0
6030304202037,2013,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6030304202046,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6030304202055,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6030304202064,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6030304202073,2013,0,1,1,0,1,0,1,0,0,0,0,0,1,0
6030304202082,2013,0,0,0,0,0,1,0,0,1,1,1,2,1,0
6030500102007,2013,0,0,0,1,1,1,0,0,1,1,1,0,1,0
6030500102024,2013,0,1,1,1,0,1,0,0,0,0,0,1,0,0
6030500102041,2013,0,0,0,2,0,1,0,0,0,1,0,0,1,0
6030500102058,2013,0,1,0,0,0,0,0,0,0,1,1,0,1,0
6030500102075,2013,0,0,1,1,0,1,0,0,1,0,1,1,0,0
6030500102092,2013,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6030500102109,2013,1,0,0,0,0,1,0,0,0,1,1,0,1,0
6030500102126,2013,0,0,1,1,0,1,0,0,0,1,1,1,1,0
6030500102143,2013,0,1,1,1,0,0,1,0,1,1,1,0,1,0
6030500102160,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6030500102177,2013,0,1,0,2,3,0,0,0,0,1,1,2,1,0
6030500102194,2013,1,0,0,0,0,1,0,0,2,0,0,1,0,0
6030503003009,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6030503003031,2013,1,1,0,0,0,1,0,1,1,0,2,0,1,0
6030503003042,2013,0,1,0,0,1,0,0,0,2,0,0,1,0,0
6030503003064,2013,2,2,0,0,0,2,0,0,0,1,0,0,1,0
6030503003075,2013,0,1,1,1,2,0,1,1,0,0,1,1,0,0
6030503003108,2013,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6030503003141,2013,0,0,2,0,1,1,0,1,2,0,0,0,1,0
6030503003174,2013,0,0,0,0,2,0,0,0,0,1,1,0,0,0
6030503003207,2013,1,1,0,0,0,1,0,0,0,0,0,1,0,0
6030503003240,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6030503003273,2013,0,0,2,1,0,0,1,0,0,1,0,0,1,0
6030503003306,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6040200801001,2013,1,0,1,0,0,0,1,0,1,0,0,0,1,0
6040200801013,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,1
6040200801025,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,1
6040200801037,2013,1,0,0,0,0,1,0,0,2,1,0,1,0,0
6040200801049,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
6040200801058,2013,1,0,0,0,1,0,0,0,0,1,0,1,0,0
6040200801059,2013,1,0,0,1,0,0,0,0,0,0,0,1,0,1
6040200801063,2013,1,1,1,0,0,1,0,2,1,0,0,2,0,0
6040200801075,2013,1,0,0,0,1,0,0,1,0,0,0,2,0,0
6040200801087,2013,1,1,1,1,0,1,0,1,0,0,0,1,1,0
6040200801099,2013,1,0,0,1,0,1,0,1,1,1,0,0,1,0
6040200801111,2013,0,1,0,0,0,0,0,1,1,0,0,0,1,1
6040500203011,2013,1,0,0,0,2,0,1,0,0,0,1,1,0,1
6040500203050,2013,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6040500203089,2013,1,0,1,1,1,1,0,0,0,1,2,0,1,0
6040500203128,2013,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6040500203167,2013,1,1,0,1,0,1,0,0,0,2,0,0,1,0
6040500203206,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6040500203245,2013,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6040500203284,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6040500203323,2013,1,0,0,0,0,1,0,0,2,2,1,0,1,0
6040500203362,2013,0,0,1,1,0,0,0,0,0,1,0,0,1,0
6060800402004,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6060800402022,2013,0,1,0,0,0,1,0,0,0,0,1,0,1,0
6060800402041,2013,0,0,2,1,0,1,0,1,1,0,0,0,1,0
6060800402061,2013,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6060800402079,2013,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6060800402097,2013,0,1,0,0,1,0,1,0,2,0,1,0,1,0
6060800402115,2013,0,0,1,0,0,1,0,1,2,0,0,1,0,0
6060800402133,2013,0,0,0,0,0,0,1,0,1,1,0,1,1,0
6060800402154,2013,1,1,1,0,0,0,0,0,0,0,1,1,0,0
6060800402172,2013,1,0,1,3,1,0,1,0,1,0,0,0,1,0
6060801401004,2013,0,0,1,1,0,0,1,0,0,0,0,1,1,0
6060801401031,2013,0,2,0,1,0,0,1,0,0,1,1,0,1,0
6060801401058,2013,1,3,0,0,0,1,0,1,0,0,0,1,0,0
6060801401085,2013,1,0,0,0,0,1,0,1,1,0,0,1,0,0
6060801401112,2013,0,1,2,1,0,0,0,0,0,0,1,0,1,0
6060801401139,2013,1,1,0,0,1,0,0,1,0,1,0,1,0,0
6060801401166,2013,0,0,0,1,1,1,0,0,0,0,0,0,1,0
6060801401193,2013,2,1,2,0,0,1,0,0,0,1,1,1,1,0
6060801401220,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6060801401232,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6060801401234,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6060801401252,2013,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7010300404004,2013,0,0,0,2,0,0,1,0,0,1,0,3,0,1
7010300404025,2013,0,0,1,0,0,0,1,0,0,2,0,0,1,0
7010300404046,2013,1,0,0,0,0,1,0,1,1,0,0,1,0,0
7010300404067,2013,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7010300404089,2013,1,0,0,1,0,0,0,0,0,2,1,0,1,0
7010300404110,2013,0,0,0,0,3,0,0,0,0,0,1,1,1,0
7010300404131,2013,0,0,0,0,1,0,1,0,0,0,0,1,1,0
7010300404153,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7010300404175,2013,0,0,1,0,1,0,1,0,0,1,1,0,0,1
7010300404192,2013,0,0,0,0,1,0,0,1,1,2,0,0,1,0
7010300404199,2013,1,0,1,2,0,1,0,0,2,0,1,1,0,0
7010300404211,2013,0,1,1,0,0,1,0,1,1,0,0,1,0,0
7010502502004,2013,1,2,1,0,0,1,0,1,0,0,0,1,0,0
7010502502014,2013,0,0,0,2,1,0,1,0,0,1,0,1,0,1
7010502502019,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
7010502502029,2013,1,1,0,0,0,1,0,1,1,1,2,1,1,0
7010502502034,2013,0,0,0,0,0,0,0,0,0,0,2,0,0,1
7010502502049,2013,1,0,1,0,0,1,0,0,1,1,0,1,0,0
7010502502064,2013,0,1,1,1,0,1,0,0,1,1,0,0,1,0
7010502502079,2013,0,0,2,2,0,1,0,0,1,0,1,2,1,0
7010502502094,2013,0,0,2,2,0,1,0,0,2,0,0,0,1,0
7010502502109,2013,1,0,1,0,2,1,0,1,1,1,1,0,1,0
7010502502124,2013,0,0,1,3,3,0,1,0,0,1,0,0,0,1
7010502502139,2013,0,1,1,1,0,1,0,1,1,2,1,1,1,0
7010800701003,2013,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7010800701017,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7010800701024,2013,1,0,0,0,1,1,0,0,1,0,1,1,0,0
7010800701038,2013,1,1,0,0,0,1,0,0,1,1,1,0,1,0
7010800701045,2013,0,0,0,0,0,0,0,0,0,2,0,1,1,0
7010800701067,2013,0,1,1,1,0,0,1,0,0,1,1,0,1,0
7010800701088,2013,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7010800701110,2013,0,0,1,0,1,0,1,0,0,0,1,0,1,0
7010800701131,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7010800701152,2013,1,0,0,0,1,0,0,0,1,2,0,1,0,0
7010800701173,2013,0,1,0,0,0,1,0,2,0,0,0,1,0,0
7011000102004,2013,1,1,0,0,0,1,0,0,0,2,0,0,1,0
7011000102019,2013,0,0,0,0,0,1,0,0,0,1,1,0,1,0
7011000102034,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7011000102064,2013,1,1,0,0,0,1,0,0,0,1,0,1,0,0
7011000102079,2013,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7011000102094,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7011000102124,2013,2,1,0,0,0,1,0,0,1,1,0,1,0,0
7011000102139,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7011000102154,2013,0,0,0,1,0,0,1,0,1,2,0,0,1,0
7011000102169,2013,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7011100401004,2013,1,1,0,0,0,1,0,0,1,0,0,1,0,0
7011100401008,2013,1,2,0,1,0,1,0,0,1,1,1,1,0,0
7011100401019,2013,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7011100401020,2013,1,1,1,1,0,1,0,0,0,1,0,0,1,0
7011100401046,2013,0,0,1,2,0,1,0,0,0,1,1,0,1,0
7011100401062,2013,1,0,0,1,1,1,0,0,1,1,0,1,1,0
7011100401074,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7011100401086,2013,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7011100401110,2013,1,1,1,1,0,1,0,0,1,0,0,0,1,0
7011100401122,2013,0,0,0,0,0,0,0,0,0,0,2,0,1,0
7011100401134,2013,1,0,1,0,0,1,0,0,2,1,0,1,0,0
7011202605004,2013,0,1,0,0,0,1,0,0,0,0,1,1,0,0
7011202605014,2013,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7011202605019,2013,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7011202605029,2013,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7011202605034,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7011202605049,2013,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7011202605064,2013,1,0,3,0,0,0,1,0,2,0,2,1,1,0
7011202605079,2013,0,0,2,0,0,1,0,2,0,1,0,1,0,0
7011202605094,2013,0,1,0,1,1,0,1,0,0,2,1,0,1,0
7011202605109,2013,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7011202605124,2013,0,0,1,2,0,0,0,0,0,1,1,0,1,0
7011202605139,2013,0,2,1,1,0,0,0,1,0,1,0,1,1,0
7020200105012,2013,0,0,0,0,1,0,0,0,0,0,2,1,0,1
7020200105026,2013,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7020200105040,2013,0,3,2,1,0,1,0,1,0,1,0,1,1,0
7020200105054,2013,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7020200105068,2013,1,0,0,0,0,1,0,0,2,3,2,0,1,0
7020200105082,2013,0,0,1,1,2,1,0,0,1,0,0,2,1,0
7020200105096,2013,0,0,0,0,2,0,1,0,0,1,2,0,1,0
7020200105110,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7020200105124,2013,0,0,0,0,3,0,1,0,0,0,0,2,0,1
7020200105138,2013,0,0,0,0,0,1,0,1,0,0,1,1,0,0
7020200105152,2013,1,2,1,0,0,1,0,1,0,0,0,1,0,0
7020200105166,2013,1,0,0,3,1,0,0,0,0,0,0,1,0,1
7020201001003,2013,1,0,0,0,0,1,0,1,1,0,0,1,0,0
7020201001013,2013,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7020201001018,2013,0,0,0,1,0,1,0,1,1,1,0,0,1,0
7020201001028,2013,0,0,1,1,1,0,0,0,0,0,1,0,1,0
7020201001033,2013,1,1,1,0,0,1,1,1,0,1,0,0,1,1
7020201001048,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7020201001063,2013,1,1,0,0,1,1,0,0,0,2,2,0,2,0
7020201001078,2013,0,0,0,1,0,0,1,0,0,2,0,0,1,0
7020201001093,2013,2,0,0,0,0,1,0,0,0,0,0,1,0,0
7020201001108,2013,0,1,1,0,0,1,0,1,2,0,1,0,1,0
7020201001123,2013,1,1,1,0,0,1,0,1,1,0,1,0,1,0
7020201001138,2013,0,0,1,0,1,0,0,0,0,0,0,1,0,1
7020501302002,2013,0,1,0,0,1,1,0,0,0,0,0,1,0,0
7020501302014,2013,0,2,0,0,3,0,1,0,0,1,0,0,1,0
7020501302020,2013,1,0,0,0,0,1,0,0,2,0,0,1,0,0
7020501302032,2013,1,0,0,0,0,1,0,0,3,1,0,0,1,0
7020501302038,2013,1,1,0,0,0,1,0,0,0,0,0,1,0,0
7020501302056,2013,0,0,1,0,0,0,1,0,1,0,0,1,0,1
7020501302074,2013,1,2,0,0,0,1,0,0,0,1,0,0,1,0
7020501302092,2013,0,0,2,0,0,1,1,1,1,0,0,1,0,1
7020501302110,2013,1,4,0,0,0,1,0,0,0,1,1,0,1,0
7020501302128,2013,1,1,0,0,0,1,0,0,1,0,0,1,0,0
7020501302146,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
7020501302164,2013,1,1,0,1,1,1,0,0,0,0,0,0,1,0
7020701001004,2013,1,1,0,0,1,1,0,0,0,0,0,0,1,0
7020701001014,2013,0,0,2,1,1,0,1,0,0,1,1,0,1,0
7020701001019,2013,0,1,0,1,0,0,0,0,0,1,1,1,1,0
7020701001029,2013,0,1,1,1,0,1,0,0,0,1,1,1,0,0
7020701001034,2013,0,0,0,0,0,0,1,0,0,2,2,1,1,0
7020701001049,2013,0,0,0,1,0,1,1,0,0,0,0,2,1,0
7020701001064,2013,1,0,1,0,0,1,0,0,1,0,1,1,0,0
7020701001079,2013,0,0,0,0,1,0,0,1,1,0,2,1,0,0
7020701001094,2013,0,0,0,0,0,0,1,0,0,2,1,1,0,1
7020701001109,2013,0,0,1,0,1,1,0,1,1,1,0,1,0,0
7020701001124,2013,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7020701001139,2013,0,2,1,0,0,1,0,0,0,1,2,2,1,0
7021001401003,2013,0,0,1,1,1,1,0,1,1,1,0,0,1,0
7021001401015,2013,1,1,2,0,2,1,0,0,0,0,1,0,1,0
7021001401021,2013,1,2,0,1,0,1,0,0,0,1,1,0,1,0
7021001401033,2013,2,1,0,0,1,0,0,0,0,0,0,1,0,0
7021001401039,2013,0,1,2,0,1,0,0,0,0,0,1,0,1,0
7021001401057,2013,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7021001401075,2013,0,0,1,0,0,1,0,0,2,0,2,0,1,0
7021001401093,2013,0,1,0,1,0,1,0,1,1,2,1,2,1,0
7021001401111,2013,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7021001401129,2013,0,0,0,2,0,1,0,0,0,1,0,3,1,0
7021001401147,2013,0,0,2,2,2,0,0,0,0,0,0,0,1,0
7021001401165,2013,1,1,0,0,0,1,0,1,0,0,0,1,0,0
7030200501001,2013,0,1,1,0,1,2,1,1,0,0,0,1,2,0
7030200501013,2013,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7030200501019,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7030200501031,2013,0,0,1,1,1,1,0,0,0,0,1,1,1,1
7030200501037,2013,0,0,0,0,2,0,0,0,0,1,0,0,0,1
7030200501055,2013,2,1,1,0,0,1,0,0,1,0,0,1,0,0
7030200501073,2013,2,0,0,0,0,2,0,0,0,0,0,2,1,0
7030200501091,2013,0,0,2,0,0,1,0,1,1,0,0,1,0,0
7030200501109,2013,0,0,0,1,1,1,0,0,0,0,0,1,1,0
7030200501127,2013,0,0,1,0,0,1,0,0,1,1,1,0,1,1
7030200501145,2013,0,0,0,1,0,1,0,0,0,1,0,1,1,0
7030200501163,2013,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7030400501004,2013,0,2,1,0,0,0,0,0,0,0,0,0,1,1
7030400501012,2013,0,0,0,0,0,0,1,0,0,0,1,2,0,1
7030400501016,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7030400501024,2013,0,0,2,0,1,1,0,0,1,0,1,0,1,0
7030400501028,2013,1,1,1,0,1,0,1,0,0,0,0,1,0,1
7030400501040,2013,0,1,1,2,0,0,1,0,0,0,0,0,1,0
7030400501052,2013,0,0,1,1,1,0,1,0,1,0,1,0,1,0
7030400501064,2013,0,0,1,2,0,0,1,0,0,1,0,1,0,1
7030400501076,2013,0,0,0,0,1,1,0,0,0,1,1,1,0,0
7030400501088,2013,0,0,1,1,2,0,0,0,0,0,1,0,0,1
7030400501100,2013,0,2,0,1,0,1,0,0,0,0,1,0,1,0
7030400501116,2013,0,0,2,1,2,1,0,0,1,0,1,0,1,0
7030600204004,2013,0,1,0,0,2,0,1,0,0,0,0,3,1,0
7030600204016,2013,0,0,1,1,0,1,0,0,1,1,0,0,1,0
7030600204022,2013,0,0,0,0,2,1,0,0,0,0,0,1,0,0
7030600204034,2013,0,0,2,0,0,1,0,0,2,0,0,1,0,0
7030600204040,2013,2,2,1,1,0,1,0,0,0,0,1,2,0,0
7030600204058,2013,1,0,2,1,1,1,0,0,0,0,1,0,1,0
7030600204076,2013,0,0,1,0,3,0,1,0,0,1,1,0,0,1
7030600204094,2013,1,0,0,0,1,0,0,0,0,1,0,1,1,1
7030600204113,2013,1,1,1,1,0,1,0,0,0,0,1,0,1,0
7030600204131,2013,0,0,0,0,1,1,1,0,1,0,0,2,1,0
7030600204149,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
7030600204167,2013,1,2,2,0,0,1,0,0,0,0,0,1,0,0
7040101103002,2013,1,1,0,0,0,1,0,0,1,1,0,1,0,0
7040101103020,2013,0,2,1,0,0,1,0,0,0,0,1,0,1,0
7040101103038,2013,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7040101103056,2013,0,0,1,1,0,1,0,1,1,0,1,0,1,0
7040101103074,2013,0,0,0,0,3,0,1,0,0,0,1,0,0,1
7040101103092,2013,1,2,2,2,0,1,0,0,1,1,1,0,1,0
7040101103110,2013,0,0,0,0,1,0,0,1,0,0,0,1,1,0
7040101103128,2013,0,1,0,1,0,1,0,0,0,1,1,0,1,0
7040101103146,2013,1,1,0,0,0,0,1,0,0,1,0,3,0,1
7040101103160,2013,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7040101103161,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7040101103166,2013,0,0,0,0,0,1,0,0,2,0,0,1,0,0
7040400903005,2013,0,0,0,1,0,1,0,0,2,1,2,0,1,0
7040400903017,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7040400903023,2013,0,1,1,0,0,1,0,0,0,1,1,0,1,0
7040400903035,2013,0,1,1,0,0,1,0,0,0,1,1,1,1,0
7040400903041,2013,0,2,0,1,0,1,0,0,0,1,0,0,1,0
7040400903059,2013,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7040400903077,2013,0,0,0,0,0,1,0,1,1,0,0,1,0,0
